marker_id,tl_x,tl_y,tl_z,tr_x,tr_y,tr_z,br_x,br_y,br_z,bl_x,bl_y,bl_z,marker_type,apriltag_family
11,-12.413147833249525,-10.808004210473142,44.01821294558198,-13.868267660402065,-10.472743208495046,44.66568754108041,-13.441701562633668,-11.269369140958789,46.04667677601581,-12.004148511216522,-11.626606511706942,45.42999354890197,apriltag,tag36h11
12,-7.56278387140697,-12.054872126419124,42.4786701287997,-9.050985177196633,-11.805257348049308,43.252128339747756,-8.454800769512637,-12.677402808169425,44.60160472172032,-6.966322618227505,-12.94333454824552,43.848563775010206,apriltag,tag36h11
13,-6.520902296050796,-9.655957086009078,36.25321118127736,-7.915744585797606,-9.329079811790594,36.82636214734663,-4.281120106734564,-12.82480786008219,41.19698292653933,-2.6455090475828236,-13.150299840473906,40.51124618424386,apriltag,tag36h11
14,-1.2824385429032823,3.208872507069879,1.1535409608773133,-1.2396681067085868,3.4466591225704244,1.1981939583990542,-0.9772042343993999,3.430662735203269,1.2217484012804825,-0.9990966281099558,3.1669917023529046,1.2010733589367284,apriltag,tag36h11
24,-3.762777326426124,6.553756541934214,0.1603478505580096,-3.705866715903534,6.577728313197719,0.10795529019596728,-3.736199947761987,6.543013440887577,0.05900740958580997,-3.7931503496244514,6.52197879639891,0.10844443176647012,apriltag,tag36h11
25,-2.176772642799108,6.302309031006682,-0.12446146751685916,-2.2480507977399613,6.295576720998149,-0.0696703503394982,-2.188624125377845,6.296729135662694,-0.019438150218784145,-2.12586390989207,6.312014006536122,-0.08256687763966042,apriltag,tag36h11
26,2.4665829318198282,7.481720547871401,-0.12230981382834827,2.4014625982184308,7.436069199664136,-0.10652807146797194,2.428856814144847,7.418904836265623,-0.034956287844915224,2.4939559310362185,7.464100123161863,-0.051563867587722356,apriltag,tag36h11
27,-1.2965411099613107,6.329840898049292,0.3574849523055921,-1.3876145007501242,6.340418916593041,0.28631166254242224,-1.4505032374728182,6.316338675470705,0.34846974072454984,-1.3577714691531266,6.299800602797696,0.420627360324092,apriltag,tag36h11
28,0.8079194474975306,6.68488098442117,0.3587025299034732,0.8838617112268272,6.7059923734746585,0.39457994925111706,0.9250807116573316,6.711205055323657,0.330937384721107,0.8499628167271362,6.68572080237147,0.2972218926686949,apriltag,tag36h11
29,2.0738433242377887,7.524347425636202,-0.7795166831467402,2.0701646630723554,7.5024220327357085,-0.7234268631650433,2.135112951711087,7.534173216094621,-0.7157308739744241,2.1378414070931635,7.555426270752359,-0.7724625487081358,apriltag,tag36h11
30,3.114862709732077,-12.251549661271504,-3.414538656798422,3.2943381914811636,-12.43203567441299,-3.0995493047347686,3.142744230057051,-12.207366704156897,-2.9480173107365513,2.9153889893372895,-12.010996294889589,-3.240432329535473,apriltag,tag36h11
31,18.741054414056105,46.208661369802684,-15.760322124117131,19.442851701021965,44.213881331074404,-16.109757256264825,17.020655736868818,43.962921879111406,-15.976327924076603,16.33177471229532,45.948090913030654,-15.605488867350314,apriltag,tag36h11
32,-2.6120487076994645,1.7655564406462234,0.8302914528149206,-2.547223190430795,1.6702115481405893,0.8961762568159042,-2.6043322847201673,1.5904021162727229,0.8409881363386891,-2.672914776850893,1.6872561525635086,0.7747841523937158,apriltag,tag36h11
33,-0.33061203237687664,-11.440873627173573,-2.300744436079567,-0.36442039141743177,-11.704482360607937,-2.382708526190642,-0.38878556360455896,-11.70668372185052,-2.1873525770695252,-0.3322770466693741,-11.443308203682927,-2.0917527860296943,apriltag,tag36h11
34,-0.8531391703486957,4.11307035631093,1.2158436687831173,-0.8275086507147549,4.069951563474043,1.2157683101283396,-0.8554863754976383,4.0271748042941935,1.2218648441799527,-0.883017316549088,4.075337982502244,1.2197964357379671,apriltag,tag36h11
35,-0.17125898205140455,5.0128385112460165,0.4697377316536624,-0.2556573317180053,4.755076389291695,0.5619891435940474,-0.3999741790911884,5.005295657756226,0.5531425638484055,-0.332774486228673,5.270468080938425,0.45788942335879135,apriltag,tag36h11
36,-11.596967512173716,22.93189051838546,-6.583050143274001,-10.562058393735963,22.90574026330319,-6.584557499391863,-10.564636379548357,21.836786387797723,-6.667444383467611,-11.609612069672936,21.876289327621922,-6.66386843591145,apriltag,tag36h11
37,1.6496892785911275,3.828296994893119,4.52090684311297,1.3443776899589652,3.678345736050322,4.698679552321378,1.350157192480399,4.004137385815676,4.881713534772402,1.6677168737134078,4.138867749746468,4.706493256279575,apriltag,tag36h11
38,-11.929841334463191,1.4352150093982654,12.970742999341464,-12.469446419149888,1.5665831743529277,13.127887017895867,-12.347048497328938,1.238234709189466,13.604176364482614,-11.780985445478649,1.0829268692192937,13.448191971561133,apriltag,tag36h11
39,2.604486767306703,-0.6517626146728772,10.875170675316657,3.018360307299142,-0.9472782529988508,11.051840124880673,3.256695246695295,-0.7890385086241036,10.730731435318758,2.848860996563774,-0.49748253240060913,10.54309973206312,apriltag,tag36h11
40,-7.266942709415001,-8.430811987440189,28.266984017952247,-7.9064426958916645,-8.215542860776194,28.41120555186534,-8.176566681732831,-8.812453430634116,28.118441872185336,-7.540891819301891,-9.028074594685872,27.96412084512579,apriltag,tag36h11
41,5.747993328828274,-4.025581108247344,11.84525609010594,5.990417344639207,-4.034211617574579,11.833902149301942,6.058667546490732,-3.8978076670819077,11.61234475115398,5.830994280640436,-3.820149442992995,11.57256792920587,apriltag,tag36h11
42,-10.044761392484336,1.1362356984715687,23.480679781178736,-9.289881096375488,0.9350861771630868,23.25304655171894,-9.447649567005975,1.3152008270900541,22.695230490596334,-10.168597043361231,1.4950483710993112,22.870122100653255,apriltag,tag36h11
43,-17.120860055375793,-6.4619866509205846,30.048614238067195,-16.73522213283469,-6.724847963192595,29.988143272509248,-16.379424065433604,-6.281718291482933,30.27092328946196,-16.78597114528153,-6.046157363840955,30.30321236511344,apriltag,tag36h11
44,-10.205702410282116,-4.444838359207159,30.75071300349262,-9.615918064655853,-4.670321385359527,30.63639138425312,-9.34670861034383,-4.095033227433815,30.788643800573418,-9.903439195957151,-3.8968203293977552,30.87367046018417,apriltag,tag36h11
45,-14.471392117578867,1.9443865005749887,13.962925605406662,-14.855763982475123,2.273978522238999,13.658677560738536,-15.250636289523309,2.2111885048497637,14.059421625854919,-14.855099927267219,1.8770542895609037,14.35161541178607,apriltag,tag36h11
46,-8.513565182216986,-8.514393827994725,35.69327286450763,-8.203064022060563,-8.599972906926745,35.60414399640436,-8.261728065747128,-8.427282705479437,35.30431178273817,-8.550912736750139,-8.358724650251633,35.38864469464858,apriltag,tag36h11
47,-16.76764904750648,-6.636432466942546,39.346366930474936,-16.72032536921288,-6.800730037350344,39.61713998132177,-16.422323205953248,-6.882975975347433,39.5117961363014,-16.470763928443404,-6.716879234008336,39.23935428880736,apriltag,tag36h11
48,-13.570281835046371,-8.685141307131087,40.15033092790853,-13.348918640143422,-8.803523538162906,40.137643039980134,-13.215809307123319,-8.697979782293334,39.833189063687065,-13.446221008272168,-8.562296381084595,39.765772945027564,apriltag,tag36h11
49,-9.877312802377578,-8.5472512699744,36.98637469962011,-10.188165074455652,-8.432276263360574,37.0491514996273,-10.186463213624858,-8.583267540303655,37.351934589643676,-9.88681348174416,-8.68807722055545,37.308262174325506,apriltag,tag36h11
